Gene symbol	function	property	product	feature_id	patric_id	identity	e_value
fig|562.19188.peg.2864		Transporter	Flagellar hook-length control protein FliK	PATRIC.562.19188.NSEE01000190.CDS.30102.31229.fwd	fig|562.19188.peg.2864	96	1e-203
fig|562.19188.peg.2869		Transporter	Flagellar biosynthesis protein FliP	PATRIC.562.19188.NSEE01000190.CDS.33585.34322.fwd	fig|562.19188.peg.2869	91	1e-122
fig|562.19188.peg.2871		Transporter	Flagellar biosynthesis protein FliR	PATRIC.562.19188.NSEE01000190.CDS.34610.35395.fwd	fig|562.19188.peg.2871	88	1e-129
fig|562.19188.peg.4		Transporter	AsmA protein	PATRIC.562.19188.NSEE01000196.CDS.2189.4042.fwd	fig|562.19188.peg.4	100	0.0
fig|562.19188.peg.6		Transporter	Polysaccharide export lipoprotein => Wza	PATRIC.562.19188.NSEE01000196.CDS.6558.7697.fwd	fig|562.19188.peg.6	100	1e-221
fig|562.19188.peg.4569		Transporter	TorA-specific chaperone protein, TorD	PATRIC.562.19188.NSEE01000197.CDS.11841.12440.fwd	fig|562.19188.peg.4569	97	1e-107
fig|562.19188.peg.2561		Transporter	Leucine efflux protein	PATRIC.562.19188.NSEE01000198.CDS.313.951.fwd	fig|562.19188.peg.2561	99	1e-115
fig|562.19188.peg.3134		Transporter	Anaerobic dimethyl sulfoxide reductase chain C (EC 1.8.5.3), anchor subunit	PATRIC.562.19188.NSEE01000202.CDS.36570.37433.fwd	fig|562.19188.peg.3134	98	1e-162
fig|562.19188.peg.5061		Transporter	Hydrogenase-4 component I	PATRIC.562.19188.NSEE01000205.CDS.18187.18945.rev	fig|562.19188.peg.5061	99	1e-148
fig|562.19188.peg.1395		Transporter	Nucleoside permease NupG	PATRIC.562.19188.NSEE01000207.CDS.8984.10240.fwd	fig|562.19188.peg.1395	100	1e-242
fig|562.19188.peg.1432		Transporter	Conserved protein YghR, with nucleoside triphosphate hydrolase domain	PATRIC.562.19188.NSEE01000207.CDS.50870.51628.rev	fig|562.19188.peg.1432	99	1e-139
fig|562.19188.peg.1433		Transporter	Conserved ATP-binding protein YghS	PATRIC.562.19188.NSEE01000207.CDS.51660.52373.rev	fig|562.19188.peg.1433	100	1e-135
fig|562.19188.peg.2040		Transporter	Thiamin ABC transporter, ATPase component	PATRIC.562.19188.NSEE01000208.CDS.41540.42238.rev	fig|562.19188.peg.2040	98	1e-125
fig|562.19188.peg.2046		Transporter	Sugar efflux transporter A	PATRIC.562.19188.NSEE01000208.CDS.46932.48110.fwd	fig|562.19188.peg.2046	99	1e-222
fig|562.19188.peg.4533		Transporter	Inner membrane protein YbiR, putative anion permease	PATRIC.562.19188.NSEE01000210.CDS.2993.4111.rev	fig|562.19188.peg.4533	99	1e-215
fig|562.19188.peg.4537		Transporter	Outer membrane protein X precursor	PATRIC.562.19188.NSEE01000210.CDS.6793.7308.rev	fig|562.19188.peg.4537	100	5e-97
fig|562.19188.peg.4225		Transporter	hypothetical protein	PATRIC.562.19188.NSEE01000211.CDS.13994.15034.rev	fig|562.19188.peg.4225	99	1e-191
fig|562.19188.peg.4392		Transporter	Cysteine/O-acetylserine efflux protein	PATRIC.562.19188.NSEE01000218.CDS.15488.16075.fwd	fig|562.19188.peg.4392	98	1e-107
fig|562.19188.peg.4402		Transporter	Alpha-ketoglutarate permease	PATRIC.562.19188.NSEE01000218.CDS.24512.25810.rev	fig|562.19188.peg.4402	100	1e-248
fig|562.19188.peg.4983		Transporter	Inner membrane protein YbaL, KefB/KefC family	PATRIC.562.19188.NSEE01000223.CDS.9331.11007.fwd	fig|562.19188.peg.4983	99	1e-310
fig|562.19188.peg.1306		Transporter	Putative resistance protein	PATRIC.562.19188.NSEE01000225.CDS.2568.3776.rev	fig|562.19188.peg.1306	99	1e-223
fig|562.19188.peg.1311		Transporter	Biotin sulfoxide reductase (EC 1.-.-.-) / Free methionine-(S)-sulfoxide reductase	PATRIC.562.19188.NSEE01000225.CDS.5830.6039.rev	fig|562.19188.peg.1311	100	4e-35
fig|562.19188.peg.408		Transporter	Cytochrome O ubiquinol oxidase subunit IV (EC 1.10.3.-)	PATRIC.562.19188.NSEE01000227.CDS.48144.48473.rev	fig|562.19188.peg.408	100	1e-57
fig|562.19188.peg.4656		Transporter	AidA-I adhesin-like protein	PATRIC.562.19188.NSEE01000229.CDS.231.980.rev	fig|562.19188.peg.4656	94	1e-129
fig|562.19188.peg.5038		Transporter	Melibiose carrier protein, Na+/melibiose symporter	PATRIC.562.19188.NSEE01000230.CDS.17455.18864.rev	fig|562.19188.peg.5038	100	1e-273
fig|562.19188.peg.4700		Transporter	Lipoprotein releasing system transmembrane protein LolE	PATRIC.562.19188.NSEE01000232.CDS.18414.19652.rev	fig|562.19188.peg.4700	100	1e-236
fig|562.19188.peg.4771		Transporter	Inner membrane protein YhaH	PATRIC.562.19188.NSEE01000237.CDS.14719.15084.rev	fig|562.19188.peg.4771	100	8e-70
fig|562.19188.peg.4902		Transporter	Hydrogenase-2 operon protein HybA	PATRIC.562.19188.NSEE01000238.CDS.17827.18813.fwd	fig|562.19188.peg.4902	100	1e-203
fig|562.19188.peg.4904		Transporter	Ni/Fe-hydrogenase 2 large subunit HybC (EC 1.12.99.6)	PATRIC.562.19188.NSEE01000238.CDS.19978.21681.fwd	fig|562.19188.peg.4904	100	0.0
fig|562.19188.peg.1536		Transporter	Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13)	PATRIC.562.19188.NSEE01000244.CDS.11916.12998.fwd	fig|562.19188.peg.1536	100	1e-210
fig|562.19188.peg.1538		Transporter	Peptidoglycan glycosyltransferase FtsW (EC 2.4.1.129)	PATRIC.562.19188.NSEE01000244.CDS.14317.15561.fwd	fig|562.19188.peg.1538	100	1e-236
fig|562.19188.peg.1559		Transporter	Aromatic amino acid transport protein AroP	PATRIC.562.19188.NSEE01000244.CDS.35976.37346.rev	fig|562.19188.peg.1559	99	1e-264
fig|562.19188.peg.1569		Transporter	Predicted chaperone lipoprotein YacC, potentially involved in protein secretion	PATRIC.562.19188.NSEE01000244.CDS.52064.52411.rev	fig|562.19188.peg.1569	100	2e-60
fig|562.19188.peg.436		Transporter	Galactose-proton symport	PATRIC.562.19188.NSEE01000247.CDS.191.1585.fwd	fig|562.19188.peg.436	100	1e-268
fig|562.19188.peg.905		Transporter	Cytochrome c-type biogenesis protein DsbD, protein-disulfide reductase (EC 1.8.1.8)	PATRIC.562.19188.NSEE01000255.CDS.2005.3702.rev	fig|562.19188.peg.905	99	0.0
fig|562.19188.peg.3452		Transporter	Low-affinity gluconate/H+ symporter GntU	PATRIC.562.19188.NSEE01000256.CDS.1314.2435.fwd	fig|562.19188.peg.3452	100	1e-213
fig|562.19188.peg.3453		Transporter	MarC family integral membrane protein	PATRIC.562.19188.NSEE01000256.CDS.2492.3085.rev	fig|562.19188.peg.3453	100	1e-104
fig|562.19188.peg.3467		Transporter	Rhomboid protease GlpG (EC 3.4.21.105)	PATRIC.562.19188.NSEE01000256.CDS.19878.20708.fwd	fig|562.19188.peg.3467	99	1e-162
fig|562.19188.peg.3482		Transporter	Ferrous iron transporter FeoB	PATRIC.562.19188.NSEE01000256.CDS.38538.40859.rev	fig|562.19188.peg.3482	99	0.0
fig|562.19188.peg.3483		Transporter	Ferrous iron transporter-associated protein FeoA	PATRIC.562.19188.NSEE01000256.CDS.40876.41103.rev	fig|562.19188.peg.3483	100	1e-35
fig|562.19188.peg.3518		Transporter	Uncharacterized protein YhfT	PATRIC.562.19188.NSEE01000256.CDS.73952.75256.fwd	fig|562.19188.peg.3518	99	1e-241
fig|562.19188.peg.3545		Transporter	Glutathione-regulated potassium-efflux system ancillary protein KefG	PATRIC.562.19188.NSEE01000256.CDS.100131.100682.fwd	fig|562.19188.peg.3545	100	1e-106
fig|562.19188.peg.3546		Transporter	Glutathione-regulated potassium-efflux system protein KefB	PATRIC.562.19188.NSEE01000256.CDS.100682.102487.fwd	fig|562.19188.peg.3546	99	0.0
fig|562.19188.peg.2693		Transporter	Outer membrane usher protein YraJ	PATRIC.562.19188.NSEE01000263.CDS.1555.4071.fwd	fig|562.19188.peg.2693	99	0.0
fig|562.19188.peg.2726		Transporter	Cell division-associated, ATP-dependent zinc metalloprotease FtsH	PATRIC.562.19188.NSEE01000263.CDS.37866.39809.rev	fig|562.19188.peg.2726	100	0.0
fig|562.19188.peg.2748		Transporter	Lipopolysaccharide export system protein LptA	PATRIC.562.19188.NSEE01000263.CDS.56099.56656.fwd	fig|562.19188.peg.2748	100	1e-101
fig|562.19188.peg.2749		Transporter	Lipopolysaccharide ABC transporter, ATP-binding protein LptB	PATRIC.562.19188.NSEE01000263.CDS.56663.57388.fwd	fig|562.19188.peg.2749	100	1e-133
fig|562.19188.peg.2769		Transporter	Putative cryptic C4-dicarboxylate transporter DcuD	PATRIC.562.19188.NSEE01000263.CDS.80560.81927.fwd	fig|562.19188.peg.2769	99	1e-252
fig|562.19188.peg.5489		Transporter	Inner membrane protein ygiZ	PATRIC.562.19188.NSEE01000270.CDS.6689.7021.rev	fig|562.19188.peg.5489	96	7e-59
fig|562.19188.peg.5498		Transporter	Outer membrane channel TolC (OpmH)	PATRIC.562.19188.NSEE01000270.CDS.12925.14406.fwd	fig|562.19188.peg.5498	99	1e-278
fig|562.19188.peg.5606		Transporter	Multidrug efflux pump EmrD (of MFS type)	PATRIC.562.19188.NSEE01000277.CDS.7529.8713.fwd	fig|562.19188.peg.5606	99	1e-227
fig|562.19188.peg.5609		Transporter	Inner membrane protein YidH	PATRIC.562.19188.NSEE01000277.CDS.9567.9914.rev	fig|562.19188.peg.5609	100	1e-58
fig|562.19188.peg.3576		Transporter	Proposed xyloside/Na+ symporter YicJ	PATRIC.562.19188.NSEE01000279.CDS.4489.5871.fwd	fig|562.19188.peg.3576	100	1e-272
fig|562.19188.peg.3578		Transporter	Uncharacterized protein YicH	PATRIC.562.19188.NSEE01000279.CDS.8251.9960.rev	fig|562.19188.peg.3578	97	0.0
fig|562.19188.peg.16		Transporter	Uncharacterized fimbrial-like protein YbgD	PATRIC.562.19188.NSEE01000280.CDS.116.682.fwd	fig|562.19188.peg.16	100	1e-103
fig|562.19188.peg.2350		Transporter	Phage holin/antiholin component S	PATRIC.562.19188.NSEE01000316.CDS.308.523.fwd	fig|562.19188.peg.2350	94	8e-32
fig|562.19188.peg.2279		Transporter	Arginine ABC transporter, permease protein ArtQ	PATRIC.562.19188.NSEE01000350.CDS.5345.6061.fwd	fig|562.19188.peg.2279	100	1e-131
fig|562.19188.peg.2281		Transporter	Arginine ABC transporter, substrate-binding protein ArtJ	PATRIC.562.19188.NSEE01000350.CDS.7021.7752.fwd	fig|562.19188.peg.2281	99	1e-138
fig|562.19188.peg.2284		Transporter	Putrescine transport system permease protein PotI (TC 3.A.1.11.2)	PATRIC.562.19188.NSEE01000350.CDS.9643.10488.rev	fig|562.19188.peg.2284	99	1e-156
fig|562.19188.peg.2287		Transporter	Putrescine ABC transporter putrescine-binding protein PotF (TC 3.A.1.11.2)	PATRIC.562.19188.NSEE01000350.CDS.12676.13788.rev	fig|562.19188.peg.2287	100	1e-218
fig|562.19188.peg.2313		Transporter	Oligopeptide transport ATP-binding protein @ Glutathione ABC transporter, ATP-binding protein GsiA	PATRIC.562.19188.NSEE01000350.CDS.38181.40052.rev	fig|562.19188.peg.2313	99	0.0
fig|562.19188.peg.1264		Transporter	Cytosine permease	PATRIC.562.19188.NSEE01000377.CDS.30430.31689.fwd	fig|562.19188.peg.1264	99	1e-239
fig|562.19188.peg.1288		Transporter	Uncharacterized glycosyltransferase YaiP	PATRIC.562.19188.NSEE01000377.CDS.56111.57307.rev	fig|562.19188.peg.1288	99	1e-239
fig|562.19188.peg.4366		Transporter	Inner membrane permease YgjI, clustered with evolved beta-galactosidase	PATRIC.562.19188.NSEE01000397.CDS.19780.21213.fwd	fig|562.19188.peg.4366	99	1e-274
fig|562.19188.peg.4614		Transporter	FIG01964566: Predicted membrane protein, hemolysin III homolog	PATRIC.562.19188.NSEE01000408.CDS.7789.8448.fwd	fig|562.19188.peg.4614	100	1e-121
fig|562.19188.peg.4405		Transporter	Uncharacterized transporter YfdV	PATRIC.562.19188.NSEE01000417.CDS.1204.2148.rev	fig|562.19188.peg.4405	100	1e-175
fig|562.19188.peg.4425		Transporter	Manganese transport protein MntH	PATRIC.562.19188.NSEE01000417.CDS.23428.24666.rev	fig|562.19188.peg.4425	100	1e-231
fig|562.19188.peg.585		Transporter	UPF0053 inner membrane protein YtfL	PATRIC.562.19188.NSEE01000435.CDS.29549.30892.fwd	fig|562.19188.peg.585	99	1e-254
fig|562.19188.peg.592		Transporter	Inner membrane protein YtfF	PATRIC.562.19188.NSEE01000435.CDS.36471.37436.fwd	fig|562.19188.peg.592	99	1e-184
fig|562.19188.peg.617		Transporter	PTS system, ascorbate-specific IIB component (EC 2.7.1.194)	PATRIC.562.19188.NSEE01000435.CDS.56182.56487.rev	fig|562.19188.peg.617	97	1e-49
fig|562.19188.peg.1630		Drug Target	UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.3.1.98)	PATRIC.562.19188.NSEE01000032.CDS.628.1656.fwd	fig|562.19188.peg.1630	98	1e-201
fig|562.19188.peg.1192		Drug Target	Trehalose-6-phosphate phosphatase (EC 3.1.3.12)	PATRIC.562.19188.NSEE01000040.CDS.4207.5007.fwd	fig|562.19188.peg.1192	99	1e-151
fig|562.19188.peg.642		Drug Target	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16)	PATRIC.562.19188.NSEE01000084.CDS.9427.11256.fwd	fig|562.19188.peg.642	100	0.0
fig|562.19188.peg.3373		Drug Target	Ribosome-associated ATPase RbbA	PATRIC.562.19188.NSEE01000129.CDS.35012.37747.rev	fig|562.19188.peg.3373	99	0.0
fig|562.19188.peg.1921		Drug Target	5'-methylthioadenosine nucleosidase (EC 3.2.2.16) @ S-adenosylhomocysteine nucleosidase (EC 3.2.2.9)	PATRIC.562.19188.NSEE01000138.CDS.16778.17476.rev	fig|562.19188.peg.1921	99	1e-128
fig|562.19188.peg.1937		Drug Target	Undecaprenyl diphosphate synthase (EC 2.5.1.31)	PATRIC.562.19188.NSEE01000138.CDS.32512.33270.fwd	fig|562.19188.peg.1937	100	1e-145
fig|562.19188.peg.4377		Drug Target	Holo-[acyl-carrier-protein] synthase (EC 2.7.8.7)	PATRIC.562.19188.NSEE01000218.CDS.859.1239.rev	fig|562.19188.peg.4377	98	1e-65
fig|562.19188.peg.4378		Drug Target	Pyridoxine 5'-phosphate synthase (EC 2.6.99.2)	PATRIC.562.19188.NSEE01000218.CDS.1239.1970.rev	fig|562.19188.peg.4378	100	1e-135
fig|562.19188.peg.4382		Drug Target	Signal peptidase I (EC 3.4.21.89)	PATRIC.562.19188.NSEE01000218.CDS.4576.5550.rev	fig|562.19188.peg.4382	99	1e-190
fig|562.19188.peg.5028		Drug Target	Lysyl-tRNA synthetase (class II) (EC 6.1.1.6)	PATRIC.562.19188.NSEE01000230.CDS.7527.9044.fwd	fig|562.19188.peg.5028	88	1e-266
fig|562.19188.peg.1533		Drug Target	Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)	PATRIC.562.19188.NSEE01000244.CDS.7327.9093.fwd	fig|562.19188.peg.1533	100	0.0
fig|562.19188.peg.1561		Drug Target	Pyruvate dehydrogenase E1 component (EC 1.2.4.1)	PATRIC.562.19188.NSEE01000244.CDS.38815.41478.fwd	fig|562.19188.peg.1561	100	0.0
fig|562.19188.peg.3498		Drug Target	Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)	PATRIC.562.19188.NSEE01000256.CDS.55895.58447.rev	fig|562.19188.peg.3498	99	0.0
fig|562.19188.peg.2725		Drug Target	Dihydropteroate synthase (EC 2.5.1.15)	PATRIC.562.19188.NSEE01000263.CDS.36928.37776.rev	fig|562.19188.peg.2725	100	1e-158
fig|562.19188.peg.5566		Drug Target	beta-glucuronidase (EC 3.2.1.31)	PATRIC.562.19188.NSEE01000273.CDS.2014.3825.rev	fig|562.19188.peg.5566	100	0.0
fig|562.19188.peg.708		Virulance factor	T6SS component Hcp	PATRIC.562.19188.NSEE01000005.CDS.2544.3026.rev	fig|562.19188.peg.708	100	2e-87
fig|562.19188.peg.709		Virulance factor	Type VI secretion-related protein VasL	PATRIC.562.19188.NSEE01000005.CDS.3050.4402.rev	fig|562.19188.peg.709	98	1e-260
fig|562.19188.peg.2899		Virulance factor	Type 1 fimbriae regulatory protein FimE	PATRIC.562.19188.NSEE01000037.CDS.15.611.rev	fig|562.19188.peg.2899	100	1e-113
fig|562.19188.peg.1058		Virulance factor	Curli production assembly/transport component CsgF	PATRIC.562.19188.NSEE01000046.CDS.1249.1665.fwd	fig|562.19188.peg.1058	99	2e-74
fig|562.19188.peg.3646		Virulance factor	Allantoate amidohydrolase (EC 3.5.3.9)	PATRIC.562.19188.NSEE01000053.CDS.20955.22190.fwd	fig|562.19188.peg.3646	81	1e-198
fig|562.19188.peg.991		Virulance factor	T6SS component TssF (ImpG/VasA)	PATRIC.562.19188.NSEE01000067.CDS.7796.8098.rev	fig|562.19188.peg.991	98	4e-52
fig|562.19188.peg.5127		Virulance factor	VgrG protein	PATRIC.562.19188.NSEE01000070.CDS.5886.7787.rev	fig|562.19188.peg.5127	94	1e-299
fig|562.19188.peg.4028		Virulance factor	Ferric uptake regulation protein FUR	PATRIC.562.19188.NSEE01000079.CDS.16199.16645.fwd	fig|562.19188.peg.4028	100	7e-82
fig|562.19188.peg.271		Virulance factor	Protein FimF (regulates length and adhesion of type 1 fimbriae)	PATRIC.562.19188.NSEE01000100.CDS.4927.5457.fwd	fig|562.19188.peg.271	97	2e-94
fig|562.19188.peg.3700		Virulance factor	Putative ankyrin repeat protein B	PATRIC.562.19188.NSEE01000149.CDS.26899.28014.fwd	fig|562.19188.peg.3700	94	1e-204
fig|562.19188.peg.2106		Virulance factor	Uncharacterized protein YjcF	PATRIC.562.19188.NSEE01000161.CDS.12955.14247.rev	fig|562.19188.peg.2106	92	1e-237
fig|562.19188.peg.3954		Virulance factor	Positive regulator of CheA protein activity (CheW)	PATRIC.562.19188.NSEE01000166.CDS.5547.6050.fwd	fig|562.19188.peg.3954	86	5e-70
fig|562.19188.peg.723		Virulance factor	Enterobactin synthetase component F, serine activating enzyme (EC 2.7.7.-)	PATRIC.562.19188.NSEE01000171.CDS.334.4215.rev	fig|562.19188.peg.723	96	0.0
fig|562.19188.peg.727		Virulance factor	TonB-dependent receptor; Outer membrane receptor for ferric enterobactin and colicins B, D	PATRIC.562.19188.NSEE01000171.CDS.5878.8118.fwd	fig|562.19188.peg.727	99	0.0
fig|562.19188.peg.1651		Virulance factor	Salicylate synthetase (EC 5.4.4.2)(EC 4.2.99.21) @ Salicylate synthetase (EC 5.4.4.2)(EC 4.2.99.21) of siderophore biosynthesis	PATRIC.562.19188.NSEE01000187.CDS.8209.9504.rev	fig|562.19188.peg.1651	100	1e-242
fig|562.19188.peg.1654		Virulance factor	Iron siderophore ABC transporter, permease/ATP-binding protein YbtP	PATRIC.562.19188.NSEE01000187.CDS.12604.14406.rev	fig|562.19188.peg.1654	99	0.0
fig|562.19188.peg.1656		Virulance factor	iron aquisition yersiniabactin synthesis enzyme (Irp2) @ Siderophore biosynthesis non-ribosomal peptide synthetase modules	PATRIC.562.19188.NSEE01000187.CDS.15723.21830.fwd	fig|562.19188.peg.1656	99	0.0
fig|562.19188.peg.1409		Virulance factor	General secretion pathway protein C	PATRIC.562.19188.NSEE01000207.CDS.23362.24321.rev	fig|562.19188.peg.1409	94	1e-170
fig|562.19188.peg.4784		Virulance factor	Alpha-fimbriae usher protein	PATRIC.562.19188.NSEE01000237.CDS.22369.23511.fwd	fig|562.19188.peg.4784	100	1e-218
fig|562.19188.peg.3558		Virulance factor	Translation elongation factor Tu	PATRIC.562.19188.NSEE01000256.CDS.109960.110295.fwd	fig|562.19188.peg.3558	84	2e-51
fig|562.19188.peg.2558		Virulance factor	GDP-mannose 4,6-dehydratase (EC 4.2.1.47)	PATRIC.562.19188.NSEE01000338.CDS.3.713.fwd	fig|562.19188.peg.2558	87	1e-120
fig|562.19188.peg.2559		Virulance factor	GDP-L-fucose synthetase (EC 1.1.1.271)	PATRIC.562.19188.NSEE01000338.CDS.716.1372.fwd	fig|562.19188.peg.2559	80	1e-101
fig|562.19188.peg.5743	the putative peptide transporter carbon starvation csta (csta) family.	Transporter	Pyruvate:H+ symporter BtsT	PATRIC.562.19188.NSEE01000170.CDS.66072.68222.fwd	fig|562.19188.peg.5743	96	0.0
fig|562.19188.peg.730		Antibiotic Resistance	Multidrug efflux system AcrEF-TolC, inner-membrane proton/drug antiporter AcrF (RND type)	PATRIC.562.19188.NSEE01000199.CDS.447.3563.rev	fig|562.19188.peg.730		
fig|562.19188.peg.2689		Virulence Factor	Uncharacterized ferredoxin-like protein YdhY	PATRIC.562.19188.NSEE01000387.CDS.45026.45652.rev	fig|562.19188.peg.2689	99	1e-124
fig|562.19188.peg.5417	the atp-binding cassette (abc) superfamily.	Transporter	Sulfate transport system permease protein CysT	PATRIC.562.19188.NSEE01000102.CDS.21124.21957.rev	fig|562.19188.peg.5417	100	1e-153
fig|562.19188.peg.3282	the h(+) or na(+)-translocating nadh dehydrogenase (ndh) family.	Transporter	Formate hydrogenlyase subunit 3	PATRIC.562.19188.NSEE01000179.CDS.8232.10058.fwd	fig|562.19188.peg.3282	99	0.0
fig|562.19188.peg.4464	Lauryl Dimethylamine-N-Oxide;(Hydroxyethyloxy)Tri(Ethyloxy)Octane	Drug Target	Outer membrane protein G precursor	PATRIC.562.19188.NSEE01000157.CDS.37500.38405.rev	fig|562.19188.peg.4464	100	1e-188
fig|562.19188.peg.4180		Virulence Factor	Biofilm PGA outer membrane secretin PgaA	PATRIC.562.19188.NSEE01000099.CDS.28675.31098.rev	fig|562.19188.peg.4180	99	0.0
fig|562.19188.peg.5549	the major facilitator superfamily (mfs).	Transporter	Inner membrane protein YqcE	PATRIC.562.19188.NSEE01000176.CDS.1942.3219.rev	fig|562.19188.peg.5549	99	1e-245
fig|562.19188.peg.3969	the cut copper homeostasis (cut) family.	Transporter	Cytoplasmic copper homeostasis protein CutC	PATRIC.562.19188.NSEE01000166.CDS.19533.20279.fwd	fig|562.19188.peg.3969	100	1e-141
fig|562.19188.peg.676	the cation channel-forming heat shock protein-70 (hsp70) family.	Transporter	Chaperone protein DnaK	PATRIC.562.19188.NSEE01000076.CDS.1432.3348.rev	fig|562.19188.peg.676	100	0.0
fig|562.19188.peg.2125		Antibiotic Resistance	Inner membrane component MdtN of tripartite multidrug resistance system	PATRIC.562.19188.NSEE01000161.CDS.33686.34717.rev	fig|562.19188.peg.2125	99	1e-188
fig|562.19188.peg.1069	the prokaryotic molybdopterin-containing oxidoreductase (pmo) family.	Transporter	Formate dehydrogenase N beta subunit (EC 1.2.1.2)	PATRIC.562.19188.NSEE01000132.CDS.4401.5285.fwd	fig|562.19188.peg.1069	100	1e-180
fig|562.19188.peg.4688	Phosphoaminophosphonic Acid-Adenylate Ester	Drug Target	Sensor histidine kinase PhoQ (EC 2.7.13.3)	PATRIC.562.19188.NSEE01000232.CDS.7101.8561.fwd	fig|562.19188.peg.4688	100	1e-281
fig|562.19188.peg.5387	the outer membrane fimbrial usher porin (fup) family.	Transporter	Outer membrane usher protein YehB	PATRIC.562.19188.NSEE01000251.CDS.8285.10765.rev	fig|562.19188.peg.5387	98	0.0
fig|562.19188.peg.957	the major facilitator superfamily (mfs).	Transporter	Multidrug resistance protein MdtH	PATRIC.562.19188.NSEE01000413.CDS.43593.44801.fwd	fig|562.19188.peg.957	100	1e-233
fig|562.19188.peg.2737		Drug Target	UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)	PATRIC.562.19188.NSEE01000263.CDS.47954.49213.rev	fig|562.19188.peg.2737	100	1e-239
fig|562.19188.peg.5351	the h(+) or na(+)-translocating nadh dehydrogenase (ndh) family.	Transporter	NADH-ubiquinone oxidoreductase chain F (EC 1.6.5.3)	PATRIC.562.19188.NSEE01000023.CDS.5542.6879.fwd	fig|562.19188.peg.5351	99	1e-269
fig|562.19188.peg.77		Virulence Factor	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)	PATRIC.562.19188.NSEE01000294.CDS.13417.14310.fwd	fig|562.19188.peg.77	93	1e-160
fig|562.19188.peg.1695		Antibiotic Resistance	UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) / UDP-glucuronic acid oxidase (UDP-4-keto-hexauronic acid decarboxylating) (EC 1.1.1.305)	PATRIC.562.19188.NSEE01000054.CDS.14149.16131.rev	fig|562.19188.peg.1695		
fig|562.19188.peg.3335	the atp-binding cassette (abc) superfamily.	Transporter	Glycerol-3-phosphate ABC transporter, ATP-binding protein UgpC (TC 3.A.1.1.3)	PATRIC.562.19188.NSEE01000129.CDS.1429.2499.rev	fig|562.19188.peg.3335	99	1e-203
fig|562.19188.peg.943		Virulence Factor	Flagellar L-ring protein FlgH	PATRIC.562.19188.NSEE01000413.CDS.32694.33392.rev	fig|562.19188.peg.943	82	8e-100
fig|562.19188.peg.195	the atp-binding cassette (abc) superfamily.	Transporter	Predicted sugar ABC transport system, permease protein YphD	PATRIC.562.19188.NSEE01000131.CDS.45628.46626.rev	fig|562.19188.peg.195	99	1e-178
fig|562.19188.peg.5101	the major facilitator superfamily (mfs).	Transporter	Multidrug efflux system EmrKY-TolC, inner-membrane proton/drug antiporter EmrY (MFS type)	PATRIC.562.19188.NSEE01000128.CDS.17680.19218.rev	fig|562.19188.peg.5101	99	1e-296
fig|562.19188.peg.4304		Virulence Factor	3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase (EC 2.3.1.245)	PATRIC.562.19188.NSEE01000261.CDS.19756.20631.rev	fig|562.19188.peg.4304	90	1e-150
fig|562.19188.peg.4538	the drug/metabolite transporter (dmt) superfamily.	Transporter	Threonine/homoserine exporter RhtA	PATRIC.562.19188.NSEE01000210.CDS.7661.8548.fwd	fig|562.19188.peg.4538	99	1e-162
fig|562.19188.peg.3754	the atp-binding cassette (abc) superfamily.	Transporter	D-xylose ABC transporter, ATP-binding protein XylG	PATRIC.562.19188.NSEE01000083.CDS.28798.30339.rev	fig|562.19188.peg.3754	99	1e-296
fig|562.19188.peg.5359	the h(+) or na(+)-translocating nadh dehydrogenase (ndh) family.	Transporter	NADH-ubiquinone oxidoreductase chain N (EC 1.6.5.3)	PATRIC.562.19188.NSEE01000023.CDS.15592.17049.fwd	fig|562.19188.peg.5359	100	1e-276
fig|562.19188.peg.2144	the atp-binding cassette (abc) superfamily.	Transporter	Phosphonate ABC transporter ATP-binding protein PhnC (TC 3.A.1.9.1)	PATRIC.562.19188.NSEE01000161.CDS.48345.49133.rev	fig|562.19188.peg.2144	98	1e-146
fig|562.19188.peg.1807		Virulence Factor	SanA protein	PATRIC.562.19188.NSEE01000054.CDS.137144.137863.rev	fig|562.19188.peg.1807	100	1e-136
fig|562.19188.peg.3281	the h(+) or na(+)-translocating nadh dehydrogenase (ndh) family.	Transporter	Formate hydrogenlyase subunit 2	PATRIC.562.19188.NSEE01000179.CDS.7624.8235.fwd	fig|562.19188.peg.3281	99	1e-119
fig|562.19188.peg.1057	the curli fiber subunit porin, cgsa, csgg (csgg) family.	Transporter	Curli production assembly/transport component CsgE	PATRIC.562.19188.NSEE01000046.CDS.835.1224.fwd	fig|562.19188.peg.1057	100	2e-70
fig|562.19188.peg.4289		Antibiotic Resistance	Multiple antibiotic resistance protein MarA	PATRIC.562.19188.NSEE01000261.CDS.6276.6659.rev	fig|562.19188.peg.4289		
